1,1,12,0.692578351023982,0.49074161168076896,0.37375300805550643,0.28858792740073036,0.2242196352942037,0.17454082776346552,0.13596118288647016,0.27883557466164205
1,2,11,0.731771460994921,0.4960264525146939,0.3795378245323806,0.2918129684621939,0.22688988074773786,0.17677888899371913,0.13790841223584965,0.44156831752282505
2,1,11,0.731771460994921,0.5086947056527937,0.39645736219585537,0.3100896459087779,0.24461392534000742,0.19319962497701693,0.1527060394484584,0.4293430220431718
1,3,10,0.8531225013614858,0.6022994538914763,0.5013183257231248,0.41177889546823687,0.3437732425549662,0.28701170467274006,0.2400168214710509,0.546847379424332
2,2,10,0.8531225013614858,0.5282804767361621,0.42894945730485884,0.32935736337592747,0.26341782465328734,0.209322282289586,0.16731532933264176,0.6732787338613306
3,1,10,0.8531225013614858,0.6020119973667242,0.507820089699127,0.41923145517460747,0.3520311847691381,0.29520250109240387,0.2479423781099171,0.5907886139398193
1,4,9,0.8486106894417507,0.5975908330928752,0.49636223038527155,0.4067344109736035,0.33875638043966705,0.2821374886633625,0.2353674680540661,0.5487090727905558
2,3,9,0.8486106894417507,0.5232404524081449,0.4240049186220386,0.3244912236802451,0.25881753769663807,0.20504957613323965,0.16342520386739123,0.6771949287297314
3,2,9,0.8486106894417507,0.5946229949901904,0.500194673365713,0.4110751317431165,0.3438826283979176,0.287219121865676,0.24029782319645554,0.5991217473081347
4,1,9,0.8486106894417507,0.7659579850716778,0.7000862370930429,0.6403066042474048,0.5856815194660931,0.53572020835425,0.4900211814383084,0.14131724879281415
1,5,8,0.8206898500482687,0.5678350495830929,0.4636910171593964,0.37354258629195486,0.30586076035443305,0.25043908496324263,0.20539681940607352,0.5488121268811462
2,4,8,0.8206898500482686,0.49704893724327714,0.39597876818503575,0.29787397950362016,0.23355940316275864,0.1818947887628135,0.1425106601596532,0.6773971599648614
3,3,8,0.8206898500482687,0.564767381778141,0.4670454000698909,0.3772731689902696,0.31024056448466936,0.25470912593390055,0.2094734138098653,0.5996554899412064
4,2,8,0.8206898500482688,0.7272336558680554,0.6533258052921989,0.5872974966517515,0.5279901189925686,0.4746749717150886,0.4267437805773578,0.15395043187715549
5,1,8,0.8206898500482688,0.7243857610239516,0.649821730599588,0.5833549503779859,0.5237400860282426,0.4702203352061285,0.42216992850975454,0.16554164081518757
1,6,7,0.8279086774550768,0.575466362631673,0.47202452193097344,0.3819479003441036,0.3141378566604885,0.2583631050592349,0.21284066162245507,0.5488257223698598
2,5,7,0.8279086774550768,0.5035687632643474,0.4029430803640879,0.3044031758757434,0.23971772124386104,0.1874979310622659,0.14753864265577254,0.6774270212241682
3,4,7,0.8279086774550768,0.5720936008126015,0.4751644866983251,0.3854525951258469,0.3183299848177591,0.2624707539092323,0.21678413255070128,0.5997239666823798
4,3,7,0.8279086774550768,0.737092705589605,0.665176176554397,0.6006442194664121,0.5424214355984255,0.48984562042424806,0.44236620348534955,0.15573204277310462
5,2,7,0.8279086774550768,0.7318934096422275,0.6591116397468355,0.5937880147155771,0.535002366405561,0.4820379581341192,0.43431728610778964,0.20863044855350107
6,1,7,0.8279086774550768,0.7084054260017071,0.6306581876596413,0.5615428360780994,0.5003200543497077,0.44577605074453996,0.39718265984115797,0.30923023571664465
